Log Number,Voltage (V),Current (mA),Power (mW),Energy (J),State
83.5,7.259,599.7,4353.2223,1022.2775577583152,DRIVING
84.0,6.884,1317.9,9072.423600000002,1095.1229578367277,DRIVING
84.5,6.913,1353.0,9353.289,1005.6102680762955,DRIVING
85.0,7.303,383.5,2800.7005,1072.1489889843115,IDLE
85.5,7.32,389.5,2851.1400000000003,1064.545119434808,IDLE
86.0,7.324,387.0,2834.388,951.9390161407019,IDLE
86.5,7.32,386.1,2826.2520000000004,978.1358773219155,IDLE
87.0,7.324,386.7,2832.1908,998.2465563283996,IDLE
87.5,7.315,385.2,2817.7380000000003,1003.7668032611356,IDLE
88.0,7.315,381.2,2788.478,1026.0000036832394,IDLE
88.5,7.32,385.4,2821.128,941.2029476575499,IDLE
89.0,7.324,387.0,2834.388,1029.7292146166592,IDLE
89.5,7.324,387.0,2834.388,970.8736407014593,IDLE
90.0,7.319,387.8,2838.3082,947.4582550446796,IDLE
90.5,7.315,382.2,2795.793,1019.4901628514482,IDLE
91.0,7.316,380.0,2780.08,1032.5305623535498,IDLE
91.5,7.32,386.5,2829.1800000000003,914.6291486592,IDLE
92.0,7.324,386.7,2832.1908,937.6377881801578,IDLE
92.5,7.319,386.1,2825.8659000000002,1019.4901628514482,IDLE
93.0,7.315,382.5,2797.9875,1019.4901628514482,CHARGING
93.5,7.319,380.6,2785.6114000000002,915.5088111701955,CHARGING
94.0,7.324,386.4,2829.9936,967.2526699039753,CHARGING
94.5,7.324,386.8,2832.9232,933.1908521266156,CHARGING
95.0,7.327,386.5,2831.8855,989.9947258088881,CHARGING
95.5,7.315,382.5,2797.9875,960.9322493100722,CHARGING
96.0,7.316,383.5,2805.686,946.5633712645681,CHARGING
96.5,7.32,386.4,2828.448,918.150335581368,CHARGING
97.0,7.324,386.6,2831.4584,904.9807666982955,CHARGING
97.5,7.315,388.7,2843.3405000000002,906.7312126466356,CHARGING
98.0,7.311,381.5,2789.1465,957.3298822859522,CHARGING
98.5,7.319,384.4,2813.4235999999996,945.6689102974875,CHARGING
99.0,7.323,386.1,2827.4103000000005,1013.92678898955,CHARGING
99.5,7.319,386.9,2831.7210999999998,960.9322493100722,CHARGING
100.0,7.319,382.8,2801.7132,1023.2075350200003,CHARGING
100.5,7.319,381.1,2789.2709,924.3286909968557,CHARGING
101.0,7.319,381.8,2794.3942,946.5633712645681,CHARGING
